ID,medv
3,35.9731766666667
6,27.3133933333333
8,16.97048
9,17.0842533333333
10,17.6672733333333
18,18.3482033333333
20,20.18323
25,16.37588
26,16.0876
27,17.9005866666667
29,20.1331133333334
30,22.2845333333334
33,15.7096333333333
34,15.8491666666667
36,22.0023666666667
37,22.1374566666667
38,22.18632
42,29.5759066666667
49,17.3278066666667
53,26.1955533333333
60,21.5500033333333
63,24.1435
70,21.44817
72,22.2263066666667
79,21.6499666666666
80,21.64481
83,23.9907733333333
92,24.0607
93,24.01012
96,26.7561166666667
98,41.50187
99,41.2753266666667
100,33.76729
105,20.1547866666667
106,17.0884666666667
111,20.7123033333333
113,17.67049
114,16.9339466666667
116,18.7314633333333
126,19.48958
130,16.1727633333333
131,20.23556
133,20.2774233333334
136,16.2483
141,16.1910533333333
144,10.81185
145,12.69475
147,14.4750666666667
152,20.74732
153,21.34775
156,13.57895
158,32.1904
163,45.2538866666667
169,20.8326766666667
185,24.38944
186,26.5129533333334
189,29.9279233333333
196,43.4074
197,36.76669
199,34.10459
200,32.2167933333333
203,41.8493566666666
208,19.6317166666667
210,17.2549233333333
211,18.29036
213,20.86156
216,23.9283866666667
218,24.3324833333334
219,17.45
220,21.4966033333333
221,27.2824333333333
229,43.3389799999999
232,36.85903
238,36.2494833333333
239,24.8190733333333
240,27.0841233333333
242,22.0058766666666
246,18.6844066666667
248,22.1314933333333
253,31.9857466666666
255,23.8042833333333
256,21.8279566666667
257,38.5706766666667
258,43.4293566666666
259,35.3212733333334
260,29.87276
268,41.87272
270,21.73784
271,21.87455
276,32.1028233333333
277,33.93587
278,30.3488166666667
279,24.9626733333333
281,42.9670266666667
288,24.2354566666667
290,25.8614233333334
292,35.1140233333333
295,22.35116
296,26.43873
299,26.5256933333333
300,33.5794266666666
301,28.6102333333333
308,30.4839666666667
314,20.9539066666667
315,23.3053433333334
320,20.96829
322,24.23588
323,23.2034133333333
324,20.6969366666667
327,24.0726066666667
330,23.24665
332,20.51176
333,22.3083966666666
336,21.1385733333333
338,20.9135766666667
346,21.5925433333333
347,20.39597
351,23.9071633333333
352,26.4312966666667
354,31.92397
355,20.95675
356,22.6774866666667
362,16.83897
364,13.7704
365,37.45304
370,33.3674933333333
376,23.1005233333333
379,10.9455
380,11.08051
381,15.0321266666667
382,11.0944533333334
386,7.87369000000001
389,8.17705333333334
391,10.4427666666667
394,12.11245
396,10.6146
398,9.86934666666668
400,8.56172333333334
403,10.1275633333333
405,9.53331
406,9.32912
407,12.6273033333333
410,14.6820933333334
411,20.6394
412,12.2871933333333
413,11.04348
417,9.34660333333334
421,12.9927033333333
422,12.1794166666667
423,17.9246266666666
424,11.7791266666667
427,14.0339533333333
431,12.9104066666667
436,10.4899533333333
437,10.7180933333333
439,7.99981333333334
447,11.40061
450,11.4345133333334
451,11.7118966666667
455,11.77541
457,11.4495233333333
471,14.9272366666667
474,23.8992833333333
476,12.67392
483,27.9145033333334
486,19.8287033333333
490,15.6351666666667
495,20.11221
496,18.6602
497,17.4877266666667
499,20.53245
501,18.7628133333334
505,24.20104
